Thu 27 Apr 01:16:02 BST 2017, Seconds since 01/01/1970: 1493252162, CRITICAL: 105.71 pckts/min received greater then threshold 0, 100.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=105;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;0 , 'avg_udp_errors_pckts_min'=0;0;100 , 'avg_udp_sent_pckts_min'=100;0;0
Thu 27 Apr 01:16:20 BST 2017, Seconds since 01/01/1970: 1493252180, CRITICAL: 800.00 pckts/min received greater then threshold 0, 800.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=800;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;0 , 'avg_udp_errors_pckts_min'=0;0;100 , 'avg_udp_sent_pckts_min'=800;0;0
Thu 27 Apr 01:16:23 BST 2017, Seconds since 01/01/1970: 1493252183, CRITICAL: 100.00 pckts/min received greater then threshold 0, 100.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=100;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;0 , 'avg_udp_errors_pckts_min'=0;0;100 , 'avg_udp_sent_pckts_min'=100;0;0
Thu 27 Apr 01:16:35 BST 2017, Seconds since 01/01/1970: 1493252195, CRITICAL: 100.00 pckts/min received greater then threshold 0, 100.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=100;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;0 , 'avg_udp_errors_pckts_min'=0;0;100 , 'avg_udp_sent_pckts_min'=100;0;0
Thu 27 Apr 01:16:37 BST 2017, Seconds since 01/01/1970: 1493252197, CRITICAL: 200.00 pckts/min received greater then threshold 0, 200.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=200;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;0 , 'avg_udp_errors_pckts_min'=0;0;100 , 'avg_udp_sent_pckts_min'=200;0;0
Thu 27 Apr 01:16:39 BST 2017, Seconds since 01/01/1970: 1493252199, CRITICAL: 3800.00 pckts/min received greater then threshold 0, 3800.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=3800;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;0 , 'avg_udp_errors_pckts_min'=0;0;100 , 'avg_udp_sent_pckts_min'=3800;0;0
Thu 27 Apr 01:16:41 BST 2017, Seconds since 01/01/1970: 1493252201, CRITICAL: 200.00 pckts/min received greater then threshold 0, 200.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=200;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;0 , 'avg_udp_errors_pckts_min'=0;0;100 , 'avg_udp_sent_pckts_min'=200;0;0
Thu 27 Apr 01:16:43 BST 2017, Seconds since 01/01/1970: 1493252203, CRITICAL: 500.00 pckts/min received greater then threshold 0, 500.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=500;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;0 , 'avg_udp_errors_pckts_min'=0;0;100 , 'avg_udp_sent_pckts_min'=500;0;0
Thu 27 Apr 01:16:46 BST 2017, Seconds since 01/01/1970: 1493252206, CRITICAL: 400.00 pckts/min received greater then threshold 0, 400.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=400;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;0 , 'avg_udp_errors_pckts_min'=0;0;100 , 'avg_udp_sent_pckts_min'=400;0;0
Thu 27 Apr 01:16:50 BST 2017, Seconds since 01/01/1970: 1493252210, CRITICAL: 33.33 pckts/min received greater then threshold 0, 33.33 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=33;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;0 , 'avg_udp_errors_pckts_min'=0;0;100 , 'avg_udp_sent_pckts_min'=33;0;0
Thu 27 Apr 01:23:43 BST 2017, Seconds since 01/01/1970: 1493252623, CRITICAL: 71.13 pckts/min received greater then threshold 0, 66.76 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=71;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;0 , 'avg_udp_errors_pckts_min'=0;0;100 , 'avg_udp_sent_pckts_min'=66;0;0
Thu 27 Apr 01:24:24 BST 2017, Seconds since 01/01/1970: 1493252664, CRITICAL: 1100.00 pckts/min received greater then threshold 0, 1100.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=1100;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;100 , 'avg_udp_errors_pckts_min'=0;0;0 , 'avg_udp_sent_pckts_min'=1100;0;0
Thu 27 Apr 01:24:26 BST 2017, Seconds since 01/01/1970: 1493252666, CRITICAL: 4500.00 pckts/min received greater then threshold 0, 4500.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=4500;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;100 , 'avg_udp_errors_pckts_min'=0;0;0 , 'avg_udp_sent_pckts_min'=4500;0;0
Thu 27 Apr 01:24:28 BST 2017, Seconds since 01/01/1970: 1493252668, CRITICAL: 100.00 pckts/min received greater then threshold 0, 100.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=100;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;100 , 'avg_udp_errors_pckts_min'=0;0;0 , 'avg_udp_sent_pckts_min'=100;0;0
Thu 27 Apr 01:24:30 BST 2017, Seconds since 01/01/1970: 1493252670, CRITICAL: 700.00 pckts/min received greater then threshold 0, 700.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=700;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;100 , 'avg_udp_errors_pckts_min'=0;0;0 , 'avg_udp_sent_pckts_min'=700;0;0
Thu 27 Apr 01:24:32 BST 2017, Seconds since 01/01/1970: 1493252672, CRITICAL: 400.00 pckts/min received greater then threshold 0, 400.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=400;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;100 , 'avg_udp_errors_pckts_min'=0;0;0 , 'avg_udp_sent_pckts_min'=400;0;0
Thu 27 Apr 01:24:35 BST 2017, Seconds since 01/01/1970: 1493252675, CRITICAL: 60.00 pckts/min received greater then threshold 0, 60.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=60;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;100 , 'avg_udp_errors_pckts_min'=0;0;0 , 'avg_udp_sent_pckts_min'=60;0;0
Thu 27 Apr 01:24:37 BST 2017, Seconds since 01/01/1970: 1493252677, CRITICAL: 200.00 pckts/min received greater then threshold 0, 200.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=200;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;100 , 'avg_udp_errors_pckts_min'=0;0;0 , 'avg_udp_sent_pckts_min'=200;0;0
Thu 27 Apr 01:24:39 BST 2017, Seconds since 01/01/1970: 1493252679, CRITICAL: 700.00 pckts/min received greater then threshold 0, 700.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=700;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;100 , 'avg_udp_errors_pckts_min'=0;0;0 , 'avg_udp_sent_pckts_min'=700;0;0
Thu 27 Apr 01:24:41 BST 2017, Seconds since 01/01/1970: 1493252681, CRITICAL: 1133.33 pckts/min received greater then threshold 0, 1200.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=1133;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;100 , 'avg_udp_errors_pckts_min'=0;0;0 , 'avg_udp_sent_pckts_min'=1200;0;0
Thu 27 Apr 01:24:43 BST 2017, Seconds since 01/01/1970: 1493252683, CRITICAL: 566.66 pckts/min received greater then threshold 0, 500.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=566;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;100 , 'avg_udp_errors_pckts_min'=0;0;0 , 'avg_udp_sent_pckts_min'=500;0;0
Thu 27 Apr 01:24:45 BST 2017, Seconds since 01/01/1970: 1493252685, CRITICAL: 600.00 pckts/min received greater then threshold 0, 600.00 pckts/min sent greater then threshold 0, |'avg_udp_received_pckts_min'=600;0;0 , 'avg_udp_unknown_port_pckts_min'=0;0;100 , 'avg_udp_errors_pckts_min'=0;0;0 , 'avg_udp_sent_pckts_min'=600;0;0
